Material,Fast,Item,Posting,Document,Entry,MvT,Quantity,uom,Local Value,NGN,Group Value,USD
474839,Yes,1,12.05.12,12.05.12,12.05.12,351,-171,EA,"-2,930,486.30",NGN,"-18,802.86",USD
474839,Yes,1,30.06.12,30.06.12,30.06.12,101,696,EA,0,NGN,0,USD
474839,Yes,1,30.08.12,30.08.12,30.08.12,351,-37,EA,"-745,680.52",NGN,"-4,782.38",USD
474839,Yes,1,30.08.12,30.08.12,30.08.12,351,-25,EA,0,NGN,0,USD
474839,Yes,1,30.08.12,30.08.12,30.08.12,351,-5,EA,"-100,767.64",NGN,-646.27,USD
474840,No,1,01.10.12,01.10.12,01.10.12,562,-3,EA,"-3,682,256.71",NGN,"-24,549.18",USD
474840,No,1,01.10.12,01.10.12,01.10.12,561,3,EA,"3,682,256.70",NGN,"24,549.18",USD
474844,No,5,29.11.12,29.11.12,29.11.12,711,-2,EA,0,NGN,0,USD
474846,No,1,07.05.12,07.05.12,07.05.12,351,-3,EA,"-56,384.97",NGN,-646.74,USD
474846,No,1,07.05.12,07.05.12,07.05.12,351,-3,EA,"-56,384.97",NGN,-646.74,USD
474846,No,1,07.05.12,07.05.12,07.05.12,351,-2,EA,"-37,589.98",NGN,-431.16,USD
474846,No,1,07.05.12,07.05.12,07.05.12,351,-4,EA,"-75,179.96",NGN,-862.32,USD
474846,No,1,27.08.12,27.08.12,27.08.12,351,-1,EA,"-18,794.99",NGN,-215.58,USD
474846,No,1,12.09.12,12.09.12,12.09.12,351,-1,EA,"-18,794.99",NGN,-215.58,USD
474846,No,1,25.09.12,25.09.12,25.09.12,351,-1,EA,"-18,794.99",NGN,-215.58,USD
474848,No,1,08.11.12,08.11.12,08.11.12,351,-2,EA,"-18,458.63",NGN,-146.6,USD
474849,No,1,08.03.12,08.03.12,08.03.12,351,-12,EA,"-49,987.08",NGN,-676.8,USD
474849,No,1,08.03.12,08.03.12,08.03.12,351,-12,EA,"-49,987.08",NGN,-676.8,USD
474850,No,1,08.03.12,08.03.12,08.03.12,351,-6,EA,0,NGN,0,USD
474850,No,1,08.03.12,08.03.12,08.03.12,351,-6,EA,0,NGN,0,USD
474853,No,1,15.06.12,15.06.12,15.06.12,925,-20,EA,0,NGN,0,USD
474853,No,2,15.06.12,15.06.12,15.06.12,925,20,EA,0,NGN,0,USD
474853,No,1,15.06.12,15.06.12,15.06.12,101,20,EA,"52,257.55",NGN,332.2,USD
474853,No,1,05.07.12,05.07.12,05.07.12,101,20,EA,0,NGN,0,USD
474857,No,1,22.06.12,22.06.12,22.06.12,351,-1,EA,"-4,201.04",NGN,-56.88,USD
474857,No,1,14.12.12,14.12.12,14.12.12,351,-1,EA,"-4,201.04",NGN,-56.88,USD
474859,No,1,04.04.12,04.04.12,04.04.12,351,-2,EA,0,NGN,0,USD
474866,No,1,27.01.12,27.01.12,27.01.12,351,-4,EA,0,NGN,0,USD
474868,No,1,11.04.12,11.04.12,11.04.12,261,-1,EA,"-11,486.15",NGN,-76.8,USD
474868,No,1,18.05.12,18.05.12,18.05.12,261,-1,EA,"-11,486.15",NGN,-76.8,USD
474868,No,1,08.08.12,08.08.12,08.08.12,351,-6,EA,"-68,916.90",NGN,-460.78,USD
474868,No,1,09.08.12,09.08.12,09.08.12,101,15,EA,"174,795.65",NGN,"1,110.53",USD
474868,No,1,12.12.12,12.12.12,12.12.12,261,-1,EA,"-11,569.38",NGN,-75.37,USD
474868,No,1,19.12.12,19.12.12,19.12.12,351,-1,EA,"-11,569.38",NGN,-75.37,USD
474868,No,1,19.12.12,19.12.12,19.12.12,351,-1,EA,"-11,569.38",NGN,-75.37,USD
474872,No,1,05.04.12,05.04.12,05.04.12,201,-30,EA,0,NGN,0,USD
474872,No,1,01.06.12,01.06.12,01.06.12,201,-30,EA,0,NGN,0,USD
474872,No,1,04.08.12,04.08.12,04.08.12,201,-20,EA,0,NGN,0,USD
474872,No,1,18.10.12,18.10.12,18.10.12,201,-30,EA,0,NGN,0,USD
474872,No,1,22.11.12,22.11.12,22.11.12,201,-10,EA,0,NGN,0,USD
474882,No,1,17.02.12,17.02.12,17.02.12,101,120,EA,"2,431,718.89",NGN,"15,330.42",USD
474882,No,2,17.02.12,17.02.12,17.02.12,101,120,EA,"2,431,718.89",NGN,"15,330.42",USD
474882,No,3,17.02.12,17.02.12,17.02.12,101,120,EA,"2,431,718.89",NGN,"15,330.42",USD
474882,No,1,21.06.12,21.06.12,21.06.12,101,512,EA,"8,221,750.74",NGN,"52,265.47",USD
474888,No,1,09.05.12,09.05.12,09.05.12,101,160,EA,"4,859,039.11",NGN,"30,908.64",USD
474890,No,1,01.10.12,01.10.12,01.10.12,562,-3,EA,0,NGN,0,USD
474890,No,2,01.10.12,01.10.12,01.10.12,561,3,EA,0,NGN,0,USD
474902,No,1,02.11.12,02.11.12,02.11.12,101,21,EA,"42,736.90",NGN,271.66,USD
474902,No,1,07.11.12,07.11.12,07.11.12,261,-17,EA,"-34,596.54",NGN,-219.92,USD
474915,No,2,02.11.12,02.11.12,02.11.12,101,7,EA,"23,819.46",NGN,151.41,USD
474915,No,1,07.11.12,07.11.12,07.11.12,261,-5,EA,"-17,013.90",NGN,-108.15,USD
474918,No,1,13.12.12,13.12.12,13.12.12,925,-6,EA,0,NGN,0,USD
474918,No,2,13.12.12,13.12.12,13.12.12,925,6,EA,0,NGN,0,USD
474918,No,1,13.12.12,13.12.12,13.12.12,101,1,PAC,"18,698.77",NGN,118.86,USD
474922,No,1,28.08.12,28.08.12,28.08.12,925,-120,EA,0,NGN,0,USD
474922,No,2,28.08.12,28.08.12,28.08.12,925,120,EA,0,NGN,0,USD
474922,No,1,28.08.12,28.08.12,28.08.12,101,120,EA,"1,359,544.42",NGN,"8,637.60",USD
474922,No,1,27.11.12,27.11.12,27.11.12,351,-4,EA,"-82,028.09",NGN,-522.11,USD
474922,No,1,22.12.12,22.12.12,22.12.12,101,120,EA,0,NGN,0,USD
474926,No,1,06.03.12,06.03.12,06.03.12,351,-6,EA,"-521,618.00",NGN,"-3,645.14",USD
474927,No,1,25.03.12,25.03.12,25.03.12,351,-2,EA,"-214,069.87",NGN,"-1,714.39",USD
474928,No,1,25.05.12,25.05.12,25.05.12,101,6,EA,"547,509.72",NGN,"3,482.74",USD
474928,No,1,28.06.12,28.06.12,28.06.12,351,-1,EA,"-158,169.49",NGN,"-1,006.13",USD
474928,No,1,28.06.12,28.06.12,28.06.12,351,-5,EA,"-790,847.44",NGN,"-5,030.62",USD
474932,Yes,1,27.07.12,27.07.12,27.07.12,351,-2,EA,0,NGN,0,USD
474932,Yes,1,07.11.12,07.11.12,07.11.12,351,-2,EA,"-68,860.66",NGN,-536.3,USD
474933,No,1,27.07.12,27.07.12,27.07.12,351,-1,EA,0,NGN,0,USD
474933,No,1,07.11.12,07.11.12,07.11.12,351,-1,EA,0,NGN,0,USD
474934,No,1,27.07.12,27.07.12,27.07.12,351,-2,EA,"-80,506.06",NGN,-525.71,USD
474934,No,1,07.11.12,07.11.12,07.11.12,351,-2,EA,"-80,506.05",NGN,-525.71,USD
474934,No,1,21.11.12,21.11.12,21.11.12,101,4,EA,"69,535.95",NGN,442.01,USD
474935,Yes,1,27.07.12,27.07.12,27.07.12,351,-2,EA,"-161,976.91",NGN,"-1,368.25",USD
474935,Yes,1,07.11.12,07.11.12,07.11.12,351,-2,EA,"-161,976.91",NGN,"-1,368.25",USD
474936,Yes,1,18.02.12,18.02.12,18.02.12,351,-4,EA,0,NGN,0,USD
474936,Yes,1,08.07.12,08.07.12,08.07.12,351,-2,EA,0,NGN,0,USD
474936,Yes,1,26.11.12,26.11.12,26.11.12,201,-3,EA,"-35,517.72",NGN,-276.53,USD
474942,No,1,15.06.12,15.06.12,15.06.12,101,51,EA,"2,533,968.99",NGN,"16,108.38",USD
474942,No,1,31.07.12,31.07.12,31.07.12,351,-38,EA,"-2,010,296.19",NGN,"-12,767.57",USD
474945,No,2,19.03.12,19.03.12,19.03.12,101,7,EA,"9,593.98",NGN,60.93,USD
474945,No,1,07.04.12,07.04.12,07.04.12,351,-1,EA,"-1,370.57",NGN,-8.7,USD
474945,No,1,07.04.12,07.04.12,07.04.12,351,-1,EA,"-1,370.57",NGN,-8.71,USD
474945,No,1,10.04.12,10.04.12,10.04.12,351,-1,EA,"-1,370.57",NGN,-8.7,USD
474954,No,1,03.07.12,03.07.12,03.07.12,261,-4,EA,"-35,014.60",NGN,-474.08,USD
474961,No,1,19.10.12,19.10.12,19.10.12,261,-16,EA,0,NGN,0,USD
474962,No,1,08.07.12,08.07.12,08.07.12,351,-2,EA,"-23,704.09",NGN,-191.56,USD
474962,No,1,07.11.12,07.11.12,07.11.12,351,-2,EA,"-23,704.09",NGN,-191.56,USD
474962,No,1,26.11.12,26.11.12,26.11.12,201,-6,EA,"-71,112.25",NGN,-574.67,USD
474965,No,1,26.09.12,26.09.12,26.09.12,351,-2,EA,0,NGN,0,USD
474969,No,1,12.12.12,12.12.12,12.12.12,101,44,EA,"1,349,510.16",NGN,"8,578.32",USD
474994,No,1,08.11.12,08.11.12,08.11.12,351,-2,EA,0,NGN,0,USD
474996,No,1,04.05.12,04.05.12,04.05.12,351,-1,EA,"-14,081.47",NGN,-114.61,USD
474997,No,1,04.05.12,04.05.12,04.05.12,351,-2,EA,0,NGN,0,USD
474999,No,1,19.12.12,19.12.12,19.12.12,261,-1,EA,"-2,272.95",NGN,-14.45,USD
474999,No,1,19.12.12,19.12.12,19.12.12,261,-1,EA,"-2,272.95",NGN,-14.45,USD
474999,No,1,19.12.12,19.12.12,19.12.12,261,-1,EA,"-2,272.95",NGN,-14.45,USD
474999,No,1,19.12.12,19.12.12,19.12.12,261,-1,EA,"-2,272.95",NGN,-14.45,USD
474999,No,1,19.12.12,19.12.12,19.12.12,261,-1,EA,"-2,272.95",NGN,-14.45,USD
474999,No,1,19.12.12,19.12.12,19.12.12,261,-1,EA,"-2,272.96",NGN,-14.45,USD
474999,No,1,19.12.12,19.12.12,19.12.12,261,-1,EA,"-2,272.95",NGN,-14.45,USD
474999,No,1,19.12.12,19.12.12,19.12.12,101,4,EA,"9,091.38",NGN,57.79,USD
474999,No,1,19.12.12,19.12.12,19.12.12,101,1,EA,"2,273.24",NGN,14.45,USD
474999,No,1,19.12.12,19.12.12,19.12.12,101,2,EA,"4,546.48",NGN,28.9,USD
474999,No,1,19.12.12,19.12.12,19.12.12,101,4,EA,"9,091.38",NGN,57.79,USD
475001,No,1,27.06.12,27.06.12,27.06.12,261,-1,EA,"-4,897.69",NGN,-37.82,USD
475001,No,1,27.06.12,27.06.12,27.06.12,261,-1,EA,"-4,897.69",NGN,-37.82,USD
475002,No,1,10.05.12,10.05.12,10.05.12,101,1,EA,"12,411.45",NGN,78.95,USD
475002,No,1,27.06.12,27.06.12,27.06.12,261,-1,EA,"-21,521.69",NGN,-136.85,USD
475003,No,1,27.06.12,27.06.12,27.06.12,261,-1,EA,0,NGN,0,USD
475003,No,1,27.06.12,27.06.12,27.06.12,261,-1,EA,0,NGN,0,USD
475013,No,1,05.01.12,05.01.12,05.01.12,351,-1,EA,"-101,370.11",NGN,"-1,372.50",USD
475013,No,1,29.01.12,29.01.12,29.01.12,351,-1,EA,"-101,370.11",NGN,"-1,372.50",USD
475013,No,1,29.01.12,29.01.12,29.01.12,351,-1,EA,"-101,370.11",NGN,"-1,372.50",USD
475013,No,1,20.10.12,20.10.12,20.10.12,101,1,EA,"367,622.92",NGN,"2,336.52",USD
475013,No,1,14.11.12,14.11.12,14.11.12,351,-1,EA,"-367,622.92",NGN,"-2,336.52",USD
475014,No,1,15.03.12,15.03.12,15.03.12,925,-4,EA,0,NGN,0,USD
475014,No,2,15.03.12,15.03.12,15.03.12,925,4,EA,0,NGN,0,USD
475014,No,1,15.03.12,15.03.12,15.03.12,101,4,EA,"139,729.12",NGN,887.4,USD
475014,No,1,15.03.12,15.03.12,15.03.12,101,4,EA,0,NGN,0,USD
475018,No,1,06.05.12,06.05.12,06.05.12,261,-20,EA,"-65,176.65",NGN,-438.9,USD
475018,No,1,21.05.12,21.05.12,21.05.12,261,-20,EA,"-65,176.65",NGN,-438.9,USD
475018,No,1,21.05.12,21.05.12,21.05.12,261,-20,EA,"-65,176.65",NGN,-438.9,USD
475018,No,1,01.06.12,01.06.12,01.06.12,261,-20,EA,"-65,176.65",NGN,-438.9,USD
475018,No,1,07.06.12,07.06.12,07.06.12,261,-20,EA,"-65,176.65",NGN,-438.9,USD
475021,No,1,08.05.12,08.05.12,08.05.12,261,-1,EA,"-3,309.91",NGN,-28.11,USD
475021,No,1,06.10.12,06.10.12,06.10.12,261,-1,EA,"-3,309.91",NGN,-28.1,USD
475021,No,1,10.12.12,10.12.12,10.12.12,261,-1,EA,"-3,309.91",NGN,-28.11,USD
475029,No,1,20.03.12,20.03.12,20.03.12,261,-1,EA,"-38,050.65",NGN,-255.09,USD
475029,No,1,17.04.12,17.04.12,17.04.12,351,-1,EA,"-38,050.66",NGN,-255.09,USD
475029,No,1,08.05.12,08.05.12,08.05.12,261,-1,EA,"-38,050.65",NGN,-255.09,USD
475029,No,1,26.06.12,26.06.12,26.06.12,261,-1,EA,"-38,050.66",NGN,-255.09,USD
475029,No,1,19.10.12,19.10.12,19.10.12,351,-1,EA,"-38,050.65",NGN,-255.08,USD
475029,No,1,19.12.12,19.12.12,19.12.12,261,-1,EA,"-38,050.66",NGN,-255.09,USD
475031,No,2,16.05.12,16.05.12,16.05.12,712,2,KIT,"51,547.76",NGN,478.78,USD
475036,No,1,18.07.12,18.07.12,18.07.12,261,-1,EA,"-13,762.05",NGN,-86.64,USD
475037,No,1,18.01.12,18.01.12,18.01.12,101,2,EA,"11,771.90",NGN,74.38,USD
475037,No,1,18.01.12,18.01.12,18.01.12,101,2,EA,"11,771.90",NGN,74.38,USD
475037,No,1,31.01.12,31.01.12,31.01.12,261,-2,EA,"-11,771.90",NGN,-74.38,USD
475037,No,1,31.01.12,31.01.12,31.01.12,261,-2,EA,"-11,771.90",NGN,-74.38,USD
475037,No,1,09.07.12,09.07.12,09.07.12,101,4,EA,"95,375.88",NGN,605.68,USD
475037,No,1,30.07.12,30.07.12,30.07.12,261,-2,EA,"-47,687.94",NGN,-302.84,USD
475037,No,1,25.10.12,25.10.12,25.10.12,261,-2,EA,"-47,653.51",NGN,-302.84,USD
475038,No,1,09.03.12,09.03.12,09.03.12,101,2,EA,"2,459.51",NGN,15.62,USD
475038,No,1,09.03.12,09.03.12,09.03.12,101,2,EA,"2,459.51",NGN,15.62,USD
475038,No,1,30.05.12,30.05.12,30.05.12,261,-1,EA,"-2,196.41",NGN,-14.16,USD
475038,No,1,27.06.12,27.06.12,27.06.12,261,-2,EA,"-4,392.82",NGN,-28.32,USD
475038,No,1,27.06.12,27.06.12,27.06.12,261,-1,EA,"-2,196.41",NGN,-14.16,USD
475038,No,1,04.08.12,04.08.12,04.08.12,261,-1,EA,"-2,196.41",NGN,-14.16,USD
475038,No,1,04.08.12,04.08.12,04.08.12,261,-1,EA,"-2,196.41",NGN,-14.17,USD
475038,No,1,13.08.12,13.08.12,13.08.12,261,-1,EA,"-2,196.41",NGN,-14.16,USD
475040,No,1,03.02.12,03.02.12,03.02.12,351,-2,EA,"-174,512.56",NGN,"-1,098.72",USD
475040,No,1,07.02.12,07.02.12,07.02.12,351,-2,EA,"-174,512.55",NGN,"-1,098.72",USD
475040,No,1,28.04.12,28.04.12,28.04.12,101,2,EA,"173,125.42",NGN,"1,098.72",USD
475067,No,1,06.10.12,06.10.12,06.10.12,261,-1,EA,"-256,304.57",NGN,"-1,725.96",USD
475174,No,1,09.10.12,09.10.12,09.10.12,309,-3,EA,"-977,358.48",NGN,"-13,232.94",USD
475175,No,2,09.10.12,09.10.12,09.10.12,309,3,EA,"977,358.48",NGN,"13,232.94",USD
475193,No,1,25.07.12,25.07.12,25.07.12,351,-1,EA,"-103,113.76",NGN,-667.62,USD
475197,No,1,25.07.12,25.07.12,25.07.12,351,-1,EA,"-25,945.11",NGN,-178.27,USD
475197,No,1,25.07.12,25.07.12,25.07.12,351,-2,EA,"-51,890.21",NGN,-356.53,USD
475198,No,1,25.07.12,25.07.12,25.07.12,351,-1,EA,"-34,377.28",NGN,-236.21,USD
475198,No,1,25.07.12,25.07.12,25.07.12,351,-2,EA,"-68,754.55",NGN,-472.41,USD
475209,No,1,28.11.12,28.11.12,28.11.12,351,-2,EA,"-175,867.47",NGN,"-1,383.80",USD
475213,No,1,19.07.12,19.07.12,19.07.12,101,2,EA,"6,696,327.81",NGN,"42,524.71",USD
475217,No,1,25.07.12,25.07.12,25.07.12,351,-3,EA,"-67,362.97",NGN,-544.64,USD
475220,No,1,01.06.12,01.06.12,01.06.12,351,-1,EA,"-2,783,958.03",NGN,"-18,502.63",USD
475240,No,1,27.08.12,27.08.12,27.08.12,261,-30,EA,0,NGN,0,USD
475241,No,1,27.03.12,27.03.12,27.03.12,261,-1,EA,-80.52,NGN,-0.63,USD
475241,No,1,13.04.12,13.04.12,13.04.12,261,-96,EA,"-7,730.38",NGN,-60.18,USD
475241,No,1,13.04.12,13.04.12,13.04.12,261,-3,EA,0,NGN,0,USD
475245,No,1,20.12.12,20.12.12,20.12.12,351,-2,EA,"-31,374.55",NGN,-298.45,USD
475246,No,1,05.04.12,05.04.12,05.04.12,101,2,EA,"99,596.91",NGN,632.08,USD
475246,No,1,07.06.12,07.06.12,07.06.12,261,-5,EA,"-243,240.54",NGN,"-1,580.20",USD
475247,No,1,04.01.12,04.01.12,04.01.12,101,4,EA,"362,665.67",NGN,"2,291.48",USD
475247,No,1,07.06.12,07.06.12,07.06.12,261,-1,EA,"-150,628.35",NGN,"-1,002.61",USD
475247,No,1,20.12.12,20.12.12,20.12.12,351,-4,EA,"-602,513.42",NGN,"-4,010.43",USD
475248,No,1,31.01.12,31.01.12,31.01.12,101,18,EA,"98,654.15",NGN,623.34,USD
475248,No,1,20.12.12,20.12.12,20.12.12,351,-10,EA,"-55,606.23",NGN,-354.87,USD
475249,No,1,20.12.12,20.12.12,20.12.12,351,-1,EA,"-325,580.48",NGN,"-2,762.27",USD
475250,No,1,20.12.12,20.12.12,20.12.12,351,-2,EA,"-187,071.86",NGN,"-1,489.34",USD
475252,No,1,20.12.12,20.12.12,20.12.12,351,-1,EA,"-53,851.76",NGN,-457.16,USD
475253,No,1,30.12.12,30.12.12,30.12.12,351,-1,EA,"-238,479.13",NGN,"-2,023.29",USD
475254,No,1,09.06.12,09.06.12,09.06.12,351,-1,EA,"-730,597.93",NGN,"-4,846.01",USD
475254,No,1,30.12.12,30.12.12,30.12.12,351,-1,EA,"-730,597.92",NGN,"-4,846.01",USD
475255,No,1,25.10.12,25.10.12,25.10.12,261,-1,EA,"-9,340.08",NGN,-126.46,USD
475263,Yes,1,20.02.12,20.02.12,20.02.12,261,-5,EA,"-155,095.83",NGN,"-1,200.61",USD
475263,Yes,1,20.02.12,20.02.12,20.02.12,261,-5,EA,"-155,095.83",NGN,"-1,200.61",USD
475263,Yes,1,21.03.12,21.03.12,21.03.12,351,-4,EA,"-124,076.66",NGN,-960.49,USD
475263,Yes,1,04.04.12,04.04.12,04.04.12,351,-2,EA,"-62,038.33",NGN,-480.24,USD
475263,Yes,1,04.04.12,04.04.12,04.04.12,351,-2,EA,"-62,038.33",NGN,-480.24,USD
475263,Yes,1,04.04.12,04.04.12,04.04.12,351,-2,EA,"-62,038.33",NGN,-480.24,USD
475263,Yes,1,17.04.12,17.04.12,17.04.12,351,-10,EA,"-310,191.65",NGN,"-2,401.22",USD
475263,Yes,1,07.05.12,07.05.12,07.05.12,351,-10,EA,"-310,191.65",NGN,"-2,401.22",USD
475263,Yes,1,12.09.12,12.09.12,12.09.12,261,-2,EA,"-62,038.33",NGN,-480.24,USD
475264,No,1,17.04.12,17.04.12,17.04.12,351,-2,EA,"-320,596.28",NGN,"-2,249.77",USD
475264,No,1,24.04.12,24.04.12,24.04.12,351,-2,EA,"-320,596.29",NGN,"-2,249.77",USD
475286,No,2,23.05.12,23.05.12,23.05.12,309,4,EA,"34,038.69",NGN,266.93,USD
475286,No,13,13.11.12,13.11.12,13.11.12,712,2,EA,"5,721.66",NGN,46.55,USD
475294,No,1,04.04.12,04.04.12,04.04.12,351,-1,EA,"-20,704.10",NGN,-215.36,USD
475294,No,1,04.04.12,04.04.12,04.04.12,351,-1,EA,"-20,704.10",NGN,-215.35,USD
475295,No,1,23.04.12,23.04.12,23.04.12,101,1,EA,"41,582.75",NGN,263.9,USD
475296,No,1,04.04.12,04.04.12,04.04.12,351,-1,EA,"-50,520.51",NGN,-392.85,USD
475296,No,2,23.04.12,23.04.12,23.04.12,101,1,EA,"39,252.29",NGN,249.11,USD
475299,Yes,1,03.01.12,03.01.12,03.01.12,351,-8,DRM,"-1,228,422.19",NGN,"-7,896.22",USD
475299,Yes,1,03.01.12,03.01.12,03.01.12,351,-2,DRM,"-307,105.55",NGN,"-1,974.06",USD
475299,Yes,1,04.01.12,04.01.12,04.01.12,101,1,DRM,"88,638.95",NGN,560.06,USD
475299,Yes,1,18.01.12,18.01.12,18.01.12,351,-10,DRM,"-1,525,738.56",NGN,"-9,805.72",USD
475299,Yes,1,09.02.12,09.02.12,09.02.12,101,24,DRM,"2,163,344.10",NGN,"13,638.49",USD
475299,Yes,1,17.02.12,17.02.12,17.02.12,351,-10,DRM,"-1,351,639.88",NGN,"-8,629.59",USD
475299,Yes,1,02.03.12,02.03.12,02.03.12,201,-24,DRM,"-3,272,460.17",NGN,"-20,870.98",USD
475299,Yes,1,02.03.12,02.03.12,02.03.12,201,-3,DRM,"-409,057.52",NGN,"-2,608.87",USD
475299,Yes,1,26.05.12,26.05.12,26.05.12,201,-13,DRM,"-1,556,884.97",NGN,"-9,902.80",USD
475299,Yes,1,26.05.12,26.05.12,26.05.12,101,24,DRM,"2,071,681.41",NGN,"13,178.09",USD
475299,Yes,1,09.06.12,09.06.12,09.06.12,351,-11,DRM,"-1,322,414.45",NGN,"-8,394.54",USD
475299,Yes,1,26.06.12,26.06.12,26.06.12,101,24,DRM,"2,073,012.39",NGN,"13,178.09",USD
475299,Yes,1,26.06.12,26.06.12,26.06.12,101,24,DRM,"2,073,012.39",NGN,"13,178.09",USD
475299,Yes,1,26.06.12,26.06.12,26.06.12,101,24,DRM,"2,073,012.39",NGN,"13,178.09",USD
475299,Yes,2,26.06.12,26.06.12,26.06.12,101,24,DRM,"2,073,012.39",NGN,"13,178.09",USD
475299,Yes,1,04.07.12,04.07.12,04.07.12,351,-5,DRM,"-480,763.33",NGN,"-3,054.62",USD
475299,Yes,1,04.07.12,04.07.12,04.07.12,351,-10,DRM,"-961,526.66",NGN,"-6,109.25",USD
475299,Yes,1,04.07.12,04.07.12,04.07.12,351,-5,DRM,"-480,763.33",NGN,"-3,054.62",USD
475299,Yes,1,04.07.12,04.07.12,04.07.12,351,-10,DRM,"-961,526.66",NGN,"-6,109.25",USD
475299,Yes,1,05.07.12,05.07.12,05.07.12,351,-9,DRM,"-865,373.99",NGN,"-5,498.32",USD
475299,Yes,1,06.07.12,06.07.12,06.07.12,351,-9,DRM,"-865,373.99",NGN,"-5,498.32",USD
475299,Yes,1,06.07.12,06.07.12,06.07.12,351,-11,DRM,"-1,057,679.33",NGN,"-6,720.17",USD
475299,Yes,1,06.08.12,06.08.12,06.08.12,351,-13,DRM,"-1,249,984.66",NGN,"-7,942.02",USD
475299,Yes,1,15.08.12,15.08.12,15.08.12,351,-15,DRM,"-1,442,289.99",NGN,"-9,163.87",USD
475299,Yes,1,04.09.12,04.09.12,04.09.12,101,24,DRM,"2,073,677.89",NGN,"13,178.09",USD
475299,Yes,1,04.09.12,04.09.12,04.09.12,101,24,DRM,"2,073,677.89",NGN,"13,178.09",USD
475299,Yes,1,04.09.12,04.09.12,04.09.12,101,24,DRM,"2,073,677.89",NGN,"13,178.09",USD
475299,Yes,1,07.09.12,07.09.12,07.09.12,351,-9,DRM,"-830,135.03",NGN,"-5,273.79",USD
475299,Yes,1,07.09.12,07.09.12,07.09.12,351,-17,DRM,"-1,568,032.84",NGN,"-9,961.61",USD
475299,Yes,1,14.09.12,14.09.12,14.09.12,351,-5,DRM,"-461,186.13",NGN,"-2,929.88",USD
475299,Yes,1,14.09.12,14.09.12,14.09.12,351,-19,DRM,"-1,752,507.29",NGN,"-11,133.56",USD
475299,Yes,1,17.09.12,17.09.12,17.09.12,351,-7,DRM,"-645,660.58",NGN,"-4,101.84",USD
475299,Yes,1,03.10.12,03.10.12,03.10.12,925,-24,DRM,0,NGN,0,USD
475299,Yes,2,03.10.12,03.10.12,03.10.12,925,24,DRM,0,NGN,0,USD
475299,Yes,1,03.10.12,03.10.12,03.10.12,101,24,DRM,"2,198,147.52",NGN,"13,970.88",USD
475299,Yes,1,03.10.12,03.10.12,03.10.12,101,24,DRM,0,NGN,0,USD
475299,Yes,1,11.10.12,11.10.12,11.10.12,351,-2,DRM,"-189,980.55",NGN,"-1,206.70",USD
475299,Yes,1,17.10.12,17.10.12,17.10.12,351,-8,DRM,"-759,922.19",NGN,"-4,826.80",USD
475299,Yes,1,19.10.12,19.10.12,19.10.12,351,-10,DRM,"-949,902.74",NGN,"-6,033.49",USD
475299,Yes,3,23.10.12,23.10.12,23.10.12,711,-15,DRM,"-1,424,854.11",NGN,"-9,050.24",USD
475299,Yes,1,28.10.12,28.10.12,28.10.12,351,-4,DRM,"-379,961.10",NGN,"-2,413.40",USD
475299,Yes,1,12.11.12,12.11.12,12.11.12,925,-24,DRM,0,NGN,0,USD
475299,Yes,2,12.11.12,12.11.12,12.11.12,925,24,DRM,0,NGN,0,USD
475299,Yes,3,12.11.12,12.11.12,12.11.12,925,-24,DRM,0,NGN,0,USD
475299,Yes,4,12.11.12,12.11.12,12.11.12,925,24,DRM,0,NGN,0,USD
475299,Yes,1,12.11.12,12.11.12,12.11.12,101,24,DRM,"2,197,865.31",NGN,"13,970.88",USD
475299,Yes,2,12.11.12,12.11.12,12.11.12,101,24,DRM,"2,197,865.31",NGN,"13,970.88",USD
475299,Yes,1,12.11.12,12.11.12,12.11.12,101,24,DRM,0,NGN,0,USD
475299,Yes,2,12.11.12,12.11.12,12.11.12,101,24,DRM,0,NGN,0,USD
475299,Yes,1,18.11.12,18.11.12,18.11.12,351,-4,DRM,"-373,135.99",NGN,"-2,370.94",USD
475299,Yes,1,20.11.12,20.11.12,20.11.12,351,-12,DRM,"-1,119,407.97",NGN,"-7,112.82",USD
475299,Yes,1,20.11.12,20.11.12,20.11.12,351,-18,DRM,"-1,679,111.96",NGN,"-10,669.22",USD
475299,Yes,1,05.12.12,05.12.12,05.12.12,351,-24,DRM,"-2,238,815.94",NGN,"-14,225.63",USD
475299,Yes,1,06.12.12,06.12.12,06.12.12,711,-24,DRM,"-2,238,815.94",NGN,"-14,225.63",USD
475299,Yes,1,25.12.12,25.12.12,25.12.12,351,-6,DRM,"-559,703.98",NGN,"-3,556.41",USD
475324,No,1,01.10.12,01.10.12,01.10.12,562,-1,EA,"-1,206,913.58",NGN,"-16,341.00",USD
475324,No,3,01.10.12,01.10.12,01.10.12,561,1,EA,"1,206,913.58",NGN,"16,341.00",USD
475325,No,1,01.10.12,01.10.12,01.10.12,562,-5,EA,"-3,716,501.30",NGN,"-50,319.55",USD
475325,No,4,01.10.12,01.10.12,01.10.12,561,5,EA,"3,716,501.30",NGN,"50,319.55",USD
475329,No,1,01.10.12,01.10.12,01.10.12,562,-1,EA,"-141,807.36",NGN,"-1,920.00",USD
475329,No,5,01.10.12,01.10.12,01.10.12,561,1,EA,"141,807.36",NGN,"1,920.00",USD
475330,No,1,01.10.12,01.10.12,01.10.12,562,-1,EA,"-200,000.08",NGN,"-2,707.90",USD
