Material,Fast,Item,Posting,Document,Entry,MvT,Quantity,uom,Local Value,NGN,Group Value,USD
23985,No,1,01.10.12,01.10.12,01.10.12,562,-1,EA,"-7,459.20",NGN,-63,USD
23985,No,4,01.10.12,01.10.12,01.10.12,561,1,EA,"7,459.20",NGN,63,USD
34265,No,2,29.02.12,29.02.12,29.02.12,101,20,PAA,"29,046.59",NGN,183.12,USD
34265,No,1,06.03.12,06.03.12,06.03.12,351,-20,PAA,"-29,046.59",NGN,-183.12,USD
34265,No,1,10.09.12,10.09.12,10.09.12,101,20,PAA,"53,870.05",NGN,342.34,USD
34265,No,1,19.09.12,19.09.12,19.09.12,201,-20,PAA,"-53,870.05",NGN,-342.34,USD
60074,No,9,17.05.12,17.05.12,17.05.12,711,-1,EA,"-11,901.57",NGN,-100.52,USD
70326,No,1,13.02.12,13.02.12,13.02.12,261,-6,EA,"-22,959.95",NGN,-151.7,USD
70326,No,1,08.06.12,08.06.12,08.06.12,101,6,EA,"23,863.55",NGN,151.7,USD
70367,No,1,20.06.12,20.06.12,20.06.12,221,-20,EA,"-350,496.84",NGN,"-2,228.10",USD
70367,No,2,20.06.12,20.06.12,20.06.12,101,20,EA,"350,496.84",NGN,"2,228.10",USD
70383,No,1,01.08.12,01.08.12,01.08.12,221,-100,EA,"-472,502.13",NGN,"-3,001.95",USD
70383,No,2,01.08.12,01.08.12,01.08.12,101,100,EA,"472,502.13",NGN,"3,001.95",USD
70428,No,1,14.06.12,14.06.12,14.06.12,351,-10,EA,"-22,420.46",NGN,-147.43,USD
70428,No,1,15.06.12,15.06.12,15.06.12,261,-4,EA,"-8,968.19",NGN,-58.97,USD
70428,No,7,29.06.12,29.06.12,29.06.12,101,60,EA,"191,567.50",NGN,"1,217.79",USD
70428,No,1,01.08.12,01.08.12,01.08.12,261,-4,EA,"-10,250.09",NGN,-66.46,USD
70428,No,1,02.12.12,02.12.12,02.12.12,261,-5,EA,"-12,815.79",NGN,-83.07,USD
70434,No,1,21.03.12,21.03.12,21.03.12,921,1,EA,0,NGN,0,USD
70479,No,1,20.06.12,20.06.12,20.06.12,351,-2,EA,"-5,230.58",NGN,-44.42,USD
70479,No,1,07.07.12,07.07.12,07.07.12,351,-2,EA,"-5,230.58",NGN,-44.41,USD
70479,No,1,07.07.12,07.07.12,07.07.12,351,-2,EA,"-5,230.58",NGN,-44.42,USD
70479,No,1,12.07.12,12.07.12,12.07.12,351,-2,EA,"-5,230.58",NGN,-44.41,USD
70483,No,8,17.05.12,17.05.12,17.05.12,711,-2,EA,"-13,217.78",NGN,-112.18,USD
70483,No,12,29.06.12,29.06.12,29.06.12,101,72,EA,"405,769.98",NGN,"2,579.47",USD
70485,No,1,25.06.12,25.06.12,25.06.12,351,-4,EA,"-18,973.55",NGN,-136.05,USD
70485,No,11,29.06.12,29.06.12,29.06.12,101,40,EA,"242,738.06",NGN,"1,543.08",USD
70493,No,1,21.09.12,21.09.12,21.09.12,351,-30,EA,"-72,546.79",NGN,-615.06,USD
70508,No,1,14.03.12,14.03.12,14.03.12,351,-4,EA,"-13,452.07",NGN,-110.33,USD
70508,No,1,14.03.12,14.03.12,14.03.12,351,-4,EA,"-13,452.07",NGN,-110.33,USD
70508,No,1,14.03.12,14.03.12,14.03.12,351,-4,EA,"-13,452.07",NGN,-110.33,USD
70511,No,1,01.11.12,01.11.12,01.11.12,351,-8,EA,"-21,569.99",NGN,-143.26,USD
70537,No,2,01.08.12,01.08.12,01.08.12,221,-100,EA,"-63,463.03",NGN,-403.2,USD
70537,No,1,01.08.12,01.08.12,01.08.12,101,100,EA,"63,463.03",NGN,403.2,USD
70546,No,1,02.06.12,02.06.12,02.06.12,221,-100,EA,"-21,244.00",NGN,-180,USD
70737,No,1,28.06.12,28.06.12,28.06.12,101,164,EA,"323,164.66",NGN,"2,054.35",USD
70737,No,8,29.06.12,29.06.12,29.06.12,101,6,EA,"11,823.23",NGN,75.16,USD
70737,No,1,21.07.12,21.07.12,21.07.12,351,-164,EA,"-323,164.79",NGN,"-2,054.35",USD
70910,No,3,01.08.12,01.08.12,01.08.12,221,-100,EA,"-187,249.01",NGN,"-1,189.65",USD
70910,No,3,01.08.12,01.08.12,01.08.12,101,100,EA,"187,249.01",NGN,"1,189.65",USD
70911,No,1,24.01.12,24.01.12,24.01.12,261,-3,EA,"-2,182.04",NGN,-13.67,USD
70911,No,1,14.02.12,14.02.12,14.02.12,261,-4,EA,"-2,909.39",NGN,-18.23,USD
70911,No,1,14.02.12,14.02.12,14.02.12,261,-4,EA,"-2,909.39",NGN,-18.23,USD
70911,No,1,30.04.12,30.04.12,30.04.12,261,-4,EA,"-2,909.39",NGN,-18.23,USD
70911,No,1,02.06.12,02.06.12,02.06.12,221,-50,EA,"-36,367.38",NGN,-227.85,USD
70911,No,1,29.06.12,29.06.12,29.06.12,101,90,EA,"89,045.48",NGN,566.06,USD
70911,No,1,04.11.12,04.11.12,04.11.12,261,-4,EA,"-3,665.68",NGN,-23.22,USD
70913,No,1,15.08.12,15.08.12,15.08.12,261,-6,EA,"-11,955.03",NGN,-78.99,USD
70914,No,1,24.01.12,24.01.12,24.01.12,261,-3,EA,"-2,860.86",NGN,-17.92,USD
70914,No,1,14.02.12,14.02.12,14.02.12,261,-4,EA,"-3,814.48",NGN,-23.9,USD
70914,No,1,14.02.12,14.02.12,14.02.12,261,-4,EA,"-3,814.48",NGN,-23.9,USD
70914,No,2,30.04.12,30.04.12,30.04.12,261,-4,EA,"-3,814.48",NGN,-23.9,USD
70914,No,1,02.06.12,02.06.12,02.06.12,221,-50,EA,"-47,680.96",NGN,-298.73,USD
70914,No,2,29.06.12,29.06.12,29.06.12,101,64,EA,"83,088.25",NGN,528.19,USD
70914,No,1,04.11.12,04.11.12,04.11.12,261,-4,EA,"-4,707.59",NGN,-29.79,USD
70917,No,2,20.06.12,20.06.12,20.06.12,221,-20,EA,"-35,082.72",NGN,-223.02,USD
70917,No,5,20.06.12,20.06.12,20.06.12,101,20,EA,"35,082.72",NGN,223.02,USD
70923,No,1,20.06.12,20.06.12,20.06.12,221,-10,EA,"-11,744.58",NGN,-74.66,USD
70923,No,1,20.06.12,20.06.12,20.06.12,101,10,EA,"11,744.58",NGN,74.66,USD
71402,No,1,21.02.12,21.02.12,21.02.12,101,30,EA,"11,542.81",NGN,72.77,USD
71402,No,1,04.03.12,04.03.12,04.03.12,351,-30,EA,"-11,542.81",NGN,-72.77,USD
71437,No,1,10.03.12,10.03.12,10.03.12,101,15,EA,0,NGN,0,USD
71437,No,1,24.03.12,24.03.12,24.03.12,351,-15,EA,"-439,267.17",NGN,"-2,899.26",USD
71442,No,3,20.06.12,20.06.12,20.06.12,221,-10,EA,"-84,420.64",NGN,-536.66,USD
71442,No,4,20.06.12,20.06.12,20.06.12,101,10,EA,"84,420.64",NGN,536.66,USD
71447,No,10,29.06.12,29.06.12,29.06.12,101,20,EA,"84,865.82",NGN,539.49,USD
71450,No,4,20.06.12,20.06.12,20.06.12,221,-30,EA,"-189,239.35",NGN,"-1,202.99",USD
71450,No,1,20.06.12,20.06.12,20.06.12,101,30,EA,"189,239.35",NGN,"1,202.99",USD
71452,No,5,20.06.12,20.06.12,20.06.12,221,-40,EA,"-218,622.82",NGN,"-1,389.78",USD
71452,No,3,20.06.12,20.06.12,20.06.12,101,40,EA,"218,622.82",NGN,"1,389.78",USD
71462,No,1,24.01.12,24.01.12,24.01.12,261,-5,EA,"-17,939.29",NGN,-112.45,USD
71462,No,1,14.02.12,14.02.12,14.02.12,261,-3,EA,"-10,763.57",NGN,-67.47,USD
71462,No,1,14.02.12,14.02.12,14.02.12,261,-3,EA,"-10,763.57",NGN,-67.47,USD
71462,No,3,30.04.12,30.04.12,30.04.12,261,-3,EA,"-10,763.57",NGN,-67.47,USD
71462,No,3,29.06.12,29.06.12,29.06.12,101,48,EA,"233,725.91",NGN,"1,485.79",USD
71462,No,1,04.11.12,04.11.12,04.11.12,261,-3,EA,"-12,460.19",NGN,-78.65,USD
71462,No,1,08.11.12,08.11.12,08.11.12,261,-3,EA,"-12,460.19",NGN,-78.65,USD
71465,No,9,29.06.12,29.06.12,29.06.12,101,20,EA,"413,725.02",NGN,"2,630.04",USD
71466,No,1,24.01.12,24.01.12,24.01.12,261,-5,EA,"-32,905.60",NGN,-206.27,USD
71466,No,1,14.02.12,14.02.12,14.02.12,261,-3,EA,"-19,743.36",NGN,-123.76,USD
71466,No,1,14.02.12,14.02.12,14.02.12,261,-3,EA,"-19,743.36",NGN,-123.76,USD
71466,No,4,30.04.12,30.04.12,30.04.12,261,-3,EA,"-19,743.36",NGN,-123.76,USD
71466,No,4,29.06.12,29.06.12,29.06.12,101,48,EA,"428,206.75",NGN,"2,722.10",USD
71466,No,1,01.11.12,01.11.12,01.11.12,351,-6,EA,"-45,682.70",NGN,-288.37,USD
71466,No,1,04.11.12,04.11.12,04.11.12,261,-3,EA,"-22,841.35",NGN,-144.18,USD
71466,No,1,08.11.12,08.11.12,08.11.12,261,-3,EA,"-22,841.35",NGN,-144.18,USD
71540,No,1,26.09.12,26.09.12,26.09.12,101,4,EA,"36,839.08",NGN,234.11,USD
71540,No,1,04.10.12,04.10.12,04.10.12,351,-4,EA,"-36,839.08",NGN,-234.11,USD
71545,No,1,31.01.12,31.01.12,31.01.12,101,5,EA,"69,529.86",NGN,439.32,USD
71545,No,1,12.02.12,12.02.12,12.02.12,351,-5,EA,"-69,529.86",NGN,-439.32,USD
71555,No,1,11.08.12,11.08.12,11.08.12,101,2,EA,"83,394.39",NGN,529.83,USD
71555,No,1,27.08.12,27.08.12,27.08.12,351,-2,EA,"-83,394.39",NGN,-529.83,USD
71555,No,1,11.09.12,11.09.12,11.09.12,101,2,EA,"83,372.99",NGN,529.83,USD
71555,No,1,27.09.12,27.09.12,27.09.12,351,-2,EA,"-83,372.99",NGN,-529.83,USD
71556,No,1,14.02.12,14.02.12,14.02.12,261,-2,EA,"-25,930.16",NGN,-162.37,USD
71556,No,1,14.02.12,14.02.12,14.02.12,261,-2,EA,"-25,930.16",NGN,-162.37,USD
71556,No,5,30.04.12,30.04.12,30.04.12,261,-2,EA,"-25,930.16",NGN,-162.37,USD
71556,No,6,29.06.12,29.06.12,29.06.12,101,32,EA,"564,494.82",NGN,"3,588.48",USD
71556,No,1,04.11.12,04.11.12,04.11.12,261,-2,EA,"-29,875.91",NGN,-188.44,USD
71556,No,1,08.11.12,08.11.12,08.11.12,261,-2,EA,"-29,875.91",NGN,-188.44,USD
71559,No,1,14.02.12,14.02.12,14.02.12,261,-4,EA,"-52,785.43",NGN,-337.43,USD
71559,No,1,14.02.12,14.02.12,14.02.12,261,-4,EA,"-52,785.43",NGN,-337.43,USD
71559,No,1,08.05.12,08.05.12,08.05.12,221,-4,EA,"-52,785.43",NGN,-337.43,USD
71559,No,1,22.05.12,22.05.12,22.05.12,261,-4,EA,"-52,785.44",NGN,-337.43,USD
71559,No,1,25.05.12,25.05.12,25.05.12,261,-4,EA,"-52,785.43",NGN,-337.43,USD
71559,No,1,28.05.12,28.05.12,28.05.12,261,-4,EA,"-52,785.44",NGN,-337.43,USD
71559,No,1,28.05.12,28.05.12,28.05.12,261,-4,EA,"-52,785.43",NGN,-337.43,USD
71559,No,1,28.05.12,28.05.12,28.05.12,261,-4,EA,"-52,785.44",NGN,-337.43,USD
71559,No,1,05.06.12,05.06.12,05.06.12,261,-4,EA,"-52,785.43",NGN,-337.43,USD
71559,No,5,29.06.12,29.06.12,29.06.12,101,72,EA,"1,318,515.28",NGN,"8,381.77",USD
71559,No,1,10.07.12,10.07.12,10.07.12,102,-4,EA,"-73,250.85",NGN,-465.65,USD
71559,No,1,06.08.12,06.08.12,06.08.12,101,4,EA,"73,293.18",NGN,465.65,USD
71559,No,1,04.11.12,04.11.12,04.11.12,261,-4,EA,"-61,574.02",NGN,-392.38,USD
71559,No,1,08.11.12,08.11.12,08.11.12,261,-4,EA,"-61,574.02",NGN,-392.38,USD
72230,No,1,23.02.12,23.02.12,23.02.12,351,-10,EA,"-13,593.97",NGN,-115.46,USD
72230,No,1,23.02.12,23.02.12,23.02.12,351,-10,EA,"-13,593.97",NGN,-115.46,USD
72230,No,1,23.02.12,23.02.12,23.02.12,351,-10,EA,"-13,593.96",NGN,-115.46,USD
72230,No,1,23.02.12,23.02.12,23.02.12,351,-10,EA,"-13,593.97",NGN,-115.46,USD
72230,No,1,13.06.12,13.06.12,13.06.12,351,-10,EA,"-13,593.96",NGN,-115.46,USD
72230,No,1,13.06.12,13.06.12,13.06.12,351,-7,EA,"-9,515.78",NGN,-80.83,USD
72230,No,1,08.09.12,08.09.12,08.09.12,101,5,EA,"6,491.02",NGN,41.25,USD
72230,No,1,27.09.12,27.09.12,27.09.12,101,5,EA,"6,270.72",NGN,39.85,USD
72230,No,2,27.09.12,27.09.12,27.09.12,101,5,EA,"6,270.72",NGN,39.85,USD
72230,No,3,27.09.12,27.09.12,27.09.12,101,5,EA,"6,270.72",NGN,39.85,USD
72230,No,4,27.09.12,27.09.12,27.09.12,101,5,EA,"6,270.72",NGN,39.85,USD
72230,No,5,27.09.12,27.09.12,27.09.12,101,5,EA,"6,270.72",NGN,39.85,USD
72230,No,6,27.09.12,27.09.12,27.09.12,101,5,EA,"6,270.72",NGN,39.85,USD
72230,No,7,27.09.12,27.09.12,27.09.12,101,5,EA,"6,270.72",NGN,39.85,USD
72230,No,8,27.09.12,27.09.12,27.09.12,101,5,EA,"6,270.72",NGN,39.85,USD
72230,No,9,27.09.12,27.09.12,27.09.12,101,5,EA,"6,270.72",NGN,39.85,USD
72230,No,10,27.09.12,27.09.12,27.09.12,101,5,EA,"6,270.72",NGN,39.85,USD
72230,No,11,27.09.12,27.09.12,27.09.12,101,5,EA,"6,270.72",NGN,39.85,USD
72230,No,12,27.09.12,27.09.12,27.09.12,101,5,EA,"6,270.72",NGN,39.85,USD
72230,No,13,27.09.12,27.09.12,27.09.12,101,5,EA,"6,270.72",NGN,39.85,USD
72230,No,1,27.11.12,27.11.12,27.11.12,321,-5,EA,0,NGN,0,USD
72230,No,2,27.11.12,27.11.12,27.11.12,321,5,EA,0,NGN,0,USD
72230,No,1,27.11.12,27.11.12,27.11.12,321,-5,EA,0,NGN,0,USD
72230,No,2,27.11.12,27.11.12,27.11.12,321,5,EA,0,NGN,0,USD
72230,No,1,27.11.12,27.11.12,27.11.12,321,-5,EA,0,NGN,0,USD
72230,No,2,27.11.12,27.11.12,27.11.12,321,5,EA,0,NGN,0,USD
72230,No,1,27.11.12,27.11.12,27.11.12,321,-5,EA,0,NGN,0,USD
72230,No,2,27.11.12,27.11.12,27.11.12,321,5,EA,0,NGN,0,USD
72230,No,1,27.11.12,27.11.12,27.11.12,321,-5,EA,0,NGN,0,USD
72230,No,2,27.11.12,27.11.12,27.11.12,321,5,EA,0,NGN,0,USD
72230,No,1,27.11.12,27.11.12,27.11.12,321,-5,EA,0,NGN,0,USD
72230,No,2,27.11.12,27.11.12,27.11.12,321,5,EA,0,NGN,0,USD
72230,No,1,27.11.12,27.11.12,27.11.12,321,-5,EA,0,NGN,0,USD
72230,No,2,27.11.12,27.11.12,27.11.12,321,5,EA,0,NGN,0,USD
72230,No,1,27.11.12,27.11.12,27.11.12,321,-5,EA,0,NGN,0,USD
72230,No,2,27.11.12,27.11.12,27.11.12,321,5,EA,0,NGN,0,USD
72230,No,1,27.11.12,27.11.12,27.11.12,321,-5,EA,0,NGN,0,USD
72230,No,2,27.11.12,27.11.12,27.11.12,321,5,EA,0,NGN,0,USD
72230,No,1,27.11.12,27.11.12,27.11.12,321,-5,EA,0,NGN,0,USD
72230,No,2,27.11.12,27.11.12,27.11.12,321,5,EA,0,NGN,0,USD
72230,No,1,27.11.12,27.11.12,27.11.12,321,-5,EA,0,NGN,0,USD
72230,No,2,27.11.12,27.11.12,27.11.12,321,5,EA,0,NGN,0,USD
72230,No,1,27.11.12,27.11.12,27.11.12,321,-5,EA,0,NGN,0,USD
72230,No,2,27.11.12,27.11.12,27.11.12,321,5,EA,0,NGN,0,USD
72230,No,1,27.11.12,27.11.12,27.11.12,321,-5,EA,0,NGN,0,USD
72230,No,2,27.11.12,27.11.12,27.11.12,321,5,EA,0,NGN,0,USD
72230,No,1,27.11.12,27.11.12,27.11.12,925,-5,EA,0,NGN,0,USD
72230,No,2,27.11.12,27.11.12,27.11.12,925,5,EA,0,NGN,0,USD
72230,No,1,28.11.12,28.11.12,28.11.12,101,5,EA,0,NGN,0,USD
72230,No,1,29.11.12,29.11.12,29.11.12,102,-5,EA,0,NGN,0,USD
72230,No,1,19.12.12,19.12.12,19.12.12,201,-3,EA,"-6,863.38",NGN,-43.62,USD
72230,No,2,19.12.12,19.12.12,19.12.12,201,-2,EA,"-4,575.59",NGN,-29.08,USD
72230,No,1,31.12.12,31.12.12,31.12.12,351,-3,EA,"-6,863.38",NGN,-43.62,USD
72230,No,1,31.12.12,31.12.12,31.12.12,351,-2,EA,"-4,575.59",NGN,-29.08,USD
72231,No,1,02.01.12,02.01.12,02.01.12,351,-24,EA,"-42,742.13",NGN,-285.66,USD
72231,No,1,01.10.12,01.10.12,01.10.12,562,-26,EA,"-46,303.97",NGN,-309.46,USD
72231,No,1,01.10.12,01.10.12,01.10.12,562,-60,EA,"-106,855.33",NGN,-714.14,USD
72231,No,5,01.10.12,01.10.12,01.10.12,561,26,EA,"46,303.92",NGN,309.4,USD
72231,No,6,01.10.12,01.10.12,01.10.12,561,60,EA,"106,855.20",NGN,714,USD
72313,No,1,31.01.12,31.01.12,31.01.12,101,200,EA,"431,404.19",NGN,"2,725.80",USD
72313,No,1,17.02.12,17.02.12,17.02.12,221,-200,EA,"-431,404.19",NGN,"-2,725.80",USD
72371,No,2,18.01.12,18.01.12,18.01.12,920,4,EA,"14,925.77",NGN,115.82,USD
72371,No,1,04.02.12,04.02.12,04.02.12,351,-4,EA,"-8,484.00",NGN,-60.75,USD
72371,No,1,21.02.12,21.02.12,21.02.12,920,-4,EA,"-8,484.00",NGN,-60.76,USD
72371,No,1,07.06.12,07.06.12,07.06.12,351,-6,EA,"-12,726.01",NGN,-91.13,USD
72476,Yes,1,21.04.12,21.04.12,21.04.12,925,-10,EA,0,NGN,0,USD
72476,Yes,2,21.04.12,21.04.12,21.04.12,925,10,EA,0,NGN,0,USD
72476,Yes,1,21.04.12,21.04.12,21.04.12,101,10,EA,"7,988.80",NGN,50.7,USD
72476,Yes,1,25.10.12,25.10.12,25.10.12,101,10,EA,0,NGN,0,USD
72476,Yes,1,31.10.12,31.10.12,31.10.12,351,-10,EA,"-14,526.59",NGN,-92.28,USD
77998,No,1,04.12.12,04.12.12,04.12.12,351,-5,EA,"-88,027.06",NGN,-559.55,USD
77998,No,1,04.12.12,04.12.12,04.12.12,101,5,EA,"88,027.06",NGN,559.55,USD
77999,No,1,04.12.12,04.12.12,04.12.12,351,-5,EA,"-121,963.62",NGN,-775.27,USD
77999,No,2,04.12.12,04.12.12,04.12.12,101,5,EA,"121,963.62",NGN,775.27,USD
85807,No,1,23.05.12,23.05.12,23.05.12,309,-1,EA,"-69,090.00",NGN,-588,USD
85821,No,2,24.05.12,24.05.12,24.05.12,309,2,EA,"2,582,170.28",NGN,"21,017.08",USD
128273,No,1,04.10.12,04.10.12,04.10.12,309,-2,EA,"-19,231.75",NGN,-153.18,USD
153253,No,1,08.03.12,08.03.12,08.03.12,101,2,EA,"41,621.14",NGN,264.33,USD
153253,No,1,09.04.12,09.04.12,09.04.12,261,-2,EA,"-32,006.37",NGN,-204.36,USD
153253,No,4,23.05.12,23.05.12,23.05.12,101,2,EA,"42,650.12",NGN,271.3,USD
153355,No,1,08.05.12,08.05.12,08.05.12,261,-1,EA,"-572,810.18",NGN,"-3,643.68",USD
153355,No,1,08.05.12,08.05.12,08.05.12,101,1,EA,"572,810.18",NGN,"3,643.68",USD
179540,No,1,22.08.12,22.08.12,22.08.12,201,-30,EA,"-600,419.81",NGN,"-3,814.65",USD
179540,No,1,22.08.12,22.08.12,22.08.12,101,30,EA,"600,419.81",NGN,"3,814.65",USD
224081,No,1,16.07.12,16.07.12,16.07.12,261,-1,EA,"-165,184.58",NGN,"-1,339.50",USD
240006,No,1,12.09.12,12.09.12,12.09.12,261,-1,EA,"-3,343.48",NGN,-22.12,USD
240099,No,1,12.09.12,12.09.12,12.09.12,261,-1,EA,"-681,418.07",NGN,"-4,512.55",USD
240116,No,1,08.03.12,08.03.12,08.03.12,101,2,EA,"474,159.44",NGN,"3,011.32",USD
240116,No,1,24.03.12,24.03.12,24.03.12,351,-2,EA,"-474,159.44",NGN,"-3,011.32",USD
241171,No,1,15.08.12,15.08.12,15.08.12,101,1,EA,"66,104.18",NGN,419.98,USD
241559,No,1,02.08.12,02.08.12,02.08.12,261,-1,EA,"-1,190,937.00",NGN,"-9,457.43",USD
241951,No,2,24.11.12,24.11.12,24.11.12,101,2,EA,"1,552.72",NGN,9.87,USD
242042,No,3,24.11.12,24.11.12,24.11.12,101,2,EA,"25,630.18",NGN,162.92,USD
242475,No,1,27.08.12,27.08.12,27.08.12,351,-3,EA,"-14,823.09",NGN,-96.12,USD
242683,No,2,07.11.12,07.11.12,07.11.12,309,4,EA,"295,551.55",NGN,"2,018.87",USD
242683,No,1,28.12.12,28.12.12,28.12.12,925,-2,EA,0,NGN,0,USD
242683,No,2,28.12.12,28.12.12,28.12.12,925,2,EA,0,NGN,0,USD
242683,No,1,28.12.12,28.12.12,28.12.12,101,2,EA,"636,263.17",NGN,"4,044.45",USD
242888,No,2,07.11.12,07.11.12,07.11.12,309,2,EA,"96,882.18",NGN,621.17,USD
242888,No,1,28.12.12,28.12.12,28.12.12,925,-16,EA,0,NGN,0,USD
242888,No,2,28.12.12,28.12.12,28.12.12,925,16,EA,0,NGN,0,USD
242888,No,1,28.12.12,28.12.12,28.12.12,101,16,EA,"689,647.32",NGN,"4,383.79",USD
243948,No,1,17.11.12,17.11.12,17.11.12,101,2,EA,984.81,NGN,6.26,USD
243948,No,1,14.12.12,14.12.12,14.12.12,101,3,EA,"1,477.21",NGN,9.39,USD
244246,No,23,07.06.12,07.06.12,07.06.12,101,30,EA,"11,694.24",NGN,74.34,USD
244246,No,1,05.07.12,05.07.12,05.07.12,351,-30,EA,"-20,270.64",NGN,-128.86,USD
244253,No,24,07.06.12,07.06.12,07.06.12,101,10,EA,"18,219.35",NGN,115.82,USD
244253,No,1,05.07.12,05.07.12,05.07.12,351,-10,EA,"-31,579.48",NGN,-200.75,USD
244254,No,1,10.03.12,10.03.12,10.03.12,101,30,EA,"783,514.19",NGN,"4,975.99",USD
244254,No,1,14.03.12,14.03.12,14.03.12,351,-30,EA,"-1,358,091.18",NGN,"-8,625.05",USD
244255,No,14,07.06.12,07.06.12,07.06.12,101,30,EA,"9,811.27",NGN,62.37,USD
244255,No,1,05.07.12,05.07.12,05.07.12,351,-30,EA,"-17,006.52",NGN,-108.11,USD
244256,No,20,07.06.12,07.06.12,07.06.12,101,30,EA,"19,523.43",NGN,124.11,USD
244256,No,1,05.07.12,05.07.12,05.07.12,351,-30,EA,"-33,839.99",NGN,-215.12,USD
244257,No,21,07.06.12,07.06.12,07.06.12,101,30,EA,"23,438.82",NGN,149,USD
244257,No,1,05.07.12,05.07.12,05.07.12,351,-30,EA,"-40,626.24",NGN,-258.26,USD
244258,No,15,07.06.12,07.06.12,07.06.12,101,15,EA,"507,560.51",NGN,"3,226.55",USD
244258,No,1,05.07.12,05.07.12,05.07.12,351,-15,EA,"-879,770.50",NGN,"-5,592.68",USD
244260,No,22,07.06.12,07.06.12,07.06.12,101,10,EA,"3,270.42",NGN,20.79,USD
244260,No,1,05.07.12,05.07.12,05.07.12,351,-10,EA,"-5,669.36",NGN,-36.04,USD
244265,No,4,07.06.12,07.06.12,07.06.12,101,10,EA,"3,898.08",NGN,24.78,USD
244265,No,1,05.07.12,05.07.12,05.07.12,351,-10,EA,"-6,756.36",NGN,-42.95,USD
244267,No,10,07.06.12,07.06.12,07.06.12,101,20,EA,"11,727.27",NGN,74.55,USD
244267,No,1,05.07.12,05.07.12,05.07.12,351,-20,EA,"-20,327.27",NGN,-129.22,USD
244268,No,12,07.06.12,07.06.12,07.06.12,101,10,EA,"3,270.42",NGN,20.79,USD
244268,No,1,05.07.12,05.07.12,05.07.12,351,-10,EA,"-5,669.36",NGN,-36.04,USD
245805,No,2,10.08.12,10.08.12,10.08.12,920,3,EA,"34,587.00",NGN,270,USD
245805,No,1,26.10.12,26.10.12,26.10.12,261,-3,EA,"-34,587.00",NGN,-270,USD
245805,No,1,21.11.12,21.11.12,21.11.12,925,-3,EA,0,NGN,0,USD
245805,No,2,21.11.12,21.11.12,21.11.12,925,3,EA,0,NGN,0,USD
245805,No,1,21.11.12,21.11.12,21.11.12,101,3,EA,"56,832.56",NGN,361.26,USD
245805,No,1,23.11.12,23.11.12,23.11.12,101,3,EA,0,NGN,0,USD
247531,No,1,15.03.12,15.03.12,15.03.12,351,-1,EA,"-137,531.65",NGN,-936.88,USD
248011,No,1,01.10.12,01.10.12,01.10.12,562,-5,EA,"-537,123.05",NGN,"-3,650.00",USD
248011,No,7,01.10.12,01.10.12,01.10.12,561,5,EA,"537,123.05",NGN,"3,650.00",USD
248049,No,1,03.07.12,03.07.12,03.07.12,261,-3,EA,"-113,483.44",NGN,-879.75,USD
248094,No,1,15.11.12,15.11.12,15.11.12,101,4,EA,"7,162.67",NGN,45.53,USD
248094,No,1,15.11.12,15.11.12,15.11.12,101,4,EA,"7,247.62",NGN,46.07,USD
248094,No,1,29.11.12,29.11.12,29.11.12,921,4,EA,0,NGN,0,USD
248094,No,1,29.11.12,29.11.12,29.11.12,921,4,EA,0,NGN,0,USD
248095,No,1,08.11.12,08.11.12,08.11.12,101,4,EA,"4,096.55",NGN,26.04,USD
248095,No,1,08.11.12,08.11.12,08.11.12,101,2,EA,"2,071.87",NGN,13.17,USD
248095,No,1,21.11.12,21.11.12,21.11.12,921,2,EA,0,NGN,0,USD
248095,No,1,21.11.12,21.11.12,21.11.12,921,4,EA,0,NGN,0,USD
248096,No,3,15.11.12,15.11.12,15.11.12,101,2,EA,885.7,NGN,5.63,USD
248096,No,3,15.11.12,15.11.12,15.11.12,101,2,EA,898.28,NGN,5.71,USD
248096,No,1,29.11.12,29.11.12,29.11.12,921,2,EA,0,NGN,0,USD
248096,No,1,29.11.12,29.11.12,29.11.12,921,2,EA,0,NGN,0,USD
248097,No,5,08.11.12,08.11.12,08.11.12,101,2,EA,"21,156.07",NGN,134.48,USD
248097,No,5,08.11.12,08.11.12,08.11.12,101,2,EA,"21,398.34",NGN,136.02,USD
248097,No,1,21.11.12,21.11.12,21.11.12,921,2,EA,0,NGN,0,USD
248097,No,1,21.11.12,21.11.12,21.11.12,921,2,EA,0,NGN,0,USD
248100,No,7,08.11.12,08.11.12,08.11.12,101,2,EA,"2,048.28",NGN,13.02,USD
248100,No,7,08.11.12,08.11.12,08.11.12,101,2,EA,"2,071.87",NGN,13.17,USD
248100,No,1,21.11.12,21.11.12,21.11.12,921,2,EA,0,NGN,0,USD
248100,No,1,21.11.12,21.11.12,21.11.12,921,2,EA,0,NGN,0,USD
248158,No,2,15.11.12,15.11.12,15.11.12,101,2,EA,"3,327.27",NGN,21.15,USD
248158,No,2,15.11.12,15.11.12,15.11.12,101,2,EA,"3,366.60",NGN,21.4,USD
248158,No,1,29.11.12,29.11.12,29.11.12,921,2,EA,0,NGN,0,USD
248158,No,1,29.11.12,29.11.12,29.11.12,921,2,EA,0,NGN,0,USD
248166,No,1,08.11.12,08.11.12,08.11.12,261,-4,EA,"-32,991.45",NGN,-280,USD
248167,No,1,25.09.12,25.09.12,25.09.12,351,-2,EA,"-16,495.73",NGN,-140,USD
